VEHICLE_ID,MODEL_NAME,VARIANT,EMISSION_STANDARD,FUEL,COLOUR,VEHICLE_CLASS,MAKE_YEAR,SEAT_CAPACITY,IS_ELECTRIC
e44686a8fcce440a063f2b1ecfded9d34c734bc934c7696a3eee68b155cfa025,EICHER 380 -TRACTOR BSIIIA,TRAILER/TIPPER/TRACTOR/TANKER,BSIIIA,DIESEL,BLUE,Tractor for Agricultural Purpose,01/07/2018,1,false
e4531a8b609f6cf63f1edb328eb7a6b4f92d5762a857171a860b4116e5963c6e,MAHINDRA,415 DI LT(BRAND NAME BHOOMIPUTRA) BSIIIA,BSIIIA,DIESEL,RED,Tractor for Commercial Use,01/11/2018,1,false
e482b93c82ed395fbe85068295611b4cd3aa9eb95c43a38a3c84a80c23a49ec6,VOLVO-S60-D4,BSIV,BSIV,DIESEL,MAGIC BLUE,MOTOR CAR,01/02/2018,5,false
e4887e321145de90e992403e1d91fb44fe97cb6a8b57f4371551223b51daa505,TATA,TIAGO NRG XZ 1.2 RTN BSIV BSIV,BSIV,PETROL,MALBSL_GLYBK,MOTOR CAR,01/01/2019,5,false
e4b08aa086098feaddec3d636fcaaad7ed183a072684b34c88f60194b6e51958,MARUTI,SWIFT-LDI BSIV,BSIV,DIESEL,MID NIGHT BLUE,MOTOR CAR,01/10/2018,5,false
e4b8287e86849e97243d81f5c4706744a556efdf0da7f8e0de53426a8d56d2d8,MAHINDRA,BOLERO MAXI TRUCK PLUS 2WD 1.2TPS BSIV,BSIV,DIESEL,DIAMOND WHITE,Goods Carriage,01/01/2019,2,false
e4b92b8fc8f868bfb0c40981342236edc22f40c759b7595524f4e2fcf8a234e6,VERNA-1.6,VTVT AUTO-SX(O) BSIV,BSIV,PETROL,FIERY RED,MOTOR CAR,01/09/2018,5,false
e4be727b52ed80f1295d1b2b1875b6e7c8db5243bfb4a944f779e1a8164a7cb2,MARUTI-VITARA,BREEZA ZDI+ BSIV,BSIV,DIESEL,GRANITE GREY,MOTOR CAR,01/12/2018,5,false
e4c06315f896a3a709cb49eb4edc0c46a8cb49864fd114d454d583b57b64fa16,RE,COMPACT LPG 4S BSIV,BSIV,PETROL,ECO GREEN,Auto Rickshaw,01/12/2018,4,false
e4c0ea5a54e1ff6845ca28dc27cce61f4950de012ada37af92979f50aee33a98,VESPA,LX BSIV,BSIV,PETROL,MAT BLACK,MOTOR CYCLE,01/10/2018,2,false
e4cd623530c54a5b02f8099790d9d56aa0298a19f0ef17c862c7ed4be73c368f,GURU,1111(6122X2134X1105)LB(43200WB)(RAD) BSIV,BSIV,DIESEL,GOLDEN BROWN,Goods Carriage,01/10/2018,2,false
e4e29937eac4bd5984dc738b4b1f63079232eeacd40520d55c215c3d84bb1615,DREAMNEO,W K S SWF DR D B WALLOY WKEELS BSIV,BSIV,PETROL,BLACK/RED,MOTOR CYCLE,01/08/2018,2,false
e4f6aa49aee6186329203843b70ca2efe9007a8f5c78751d3ad4a60f47d74968,MARUTI-DZIRE,ZXI+ AMT BSIV,BSIV,PETROL,PRIME GALLENT RED,MOTOR CAR,01/11/2018,5,false
e50719cccae2a5bf50bdabd456d810b13296f02353bbd47965a991a55b4e40f9,AMAZE,1.5 S CVT(I-DTEC) BSIV,BSIV,DIESEL,GOLDEN BROWN,MOTOR CAR,01/07/2018,5,false
e5088af4c892ab8a34f068b74df4b6e070a2e80222f66acf3e157165cdb77086,FLTRXS,BSIV,BSIV,PETROL,WICKED RED,MOTOR CYCLE,01/01/2019,2,false
e50e4ff89c634a6227ee2075ea9ec3244956feee227ef6c97dfaab5dab700e68,PLEASURE,- IBS-CAST-DRUM-SELF BSIV,BSIV,PETROL,FADELESS WHITE GREY,MOTOR CYCLE,01/05/2017,2,false
e5130181f36a4b97a72b08dfcf3b627450b2ec871769c4b4d5f7af24e079b324,ABARTH,PUNTO 1.4 T-JET 145 HP BSIV,BSIV,PETROL,HIP HOP BLACK,MOTOR CAR,01/10/2018,5,false
e5177fc5ef288516b63e6b87c53ac3346b23ff0f55d1908bcb10ae7db5898e7b,KTM,125 DUKE BSIV,BSIV,PETROL,ELECTRONIC ORANGE,MOTOR CYCLE,01/01/2019,2,false
e52b8fc83a7dd20b62af30f4b1aa1ecc1d8d52ceb69d4f3afe1907460dea9816,SPLENDOR+,(I3S-SELF-DRUM-CAST) BSIV,BSIV,PETROL,PURPLE BLACK,MOTOR CYCLE,01/03/2018,2,false
e5335d76b7a712eb5a599b1f3ee19c6374cfd2b69ab6ce1153c78e52024dd40e,GLAMOUR-,DRUM/SELF (WITH CAST WHEEL) BSIV,BSIV,PETROL,TBK,MOTOR CYCLE,01/06/2018,2,false
e533e3a0ec6ca12a88c2686cb8b3b604d84aae3c14c8ef4b165ad9944a6d3766,APE,XTRA LD BSIV,BSIV,DIESEL,G YELLOW,Three Wheeled Goods Vehicle,01/12/2018,1,false
e537f883c4fa92116934dcbd6380350a24811a80166a1fd8b2b1559e92094d27,MARUTI,BALENO ALPHA BSIV,BSIV,DIESEL,MET.GRANITE GREY,MOTOR CAR,01/12/2018,5,false
e53c51084e98e67eebeb13bfb5a57cd58653b9ed827e9a90965ee95477227543,CB,125SHINE SP WFDISCBRDRUMBKS SELFSTART BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/06/2018,2,false
e549330fd820142c3ac0ef0612f66c2aca4c67d16ccc8f5951cf7e1424c29f0f,CRETA-1.6,CRDI AUTO SX BSIV,BSIV,DIESEL,POLAR WHITE,MOTOR CAR,01/01/2019,5,false
e558bee64acecbe63954d0615ea50a4df56e785abf7e3f58762d07123c105e89,VESPA,VXL BSIV,BSIV,PETROL,RED DRAGON,MOTOR CYCLE,01/06/2018,2,false
e56351c0479b0f872baeb533a63eb9eab54e5c268c74e9a899b1f4d2d57e806f,MARUTI,ERTIGA SMART HYBRID ZDI+ BSIV,ELECTRIC,DIESEL,PEARL ARCTIC WHITE,MOTOR CAR,01/01/2019,7,true
e58af68e0d25b2ce65688ad6e1b150c58b6344f7b1f4f2262adc50baec65a916,YAMAHA,R15 ABS BSIV,BSIV,PETROL,BLUE,MOTOR CYCLE,01/01/2019,2,false
e58bd30f8e5da1e06754ed9c8871846619459e8e2f074a7ca511daa991c72091,GRAND,I10 SPORTZ 1.2 CRDI BSIV,BSIV,DIESEL,SLEEK SILVER,MOTOR CAR,01/02/2018,5,false
e5acaf992adf00a04a0da3ef42d151a28c9563b371976fc6cd0e1ee023a7218d,MH,SCORPIO S7 2.2MHAWK-120HP MH-2WD(7S) BSIV,BSIV,DIESEL,WHITE,MOTOR CAR,01/05/2018,7,false
e5b5bf8bb4b8cafb0cd077b67a3106baff7e2ed6748db826c13f5ace0fc7da7f,JEEP,COMPASS LIMITED 2.0D BSIV,BSIV,DIESEL,MINIMAL GREY,MOTOR CAR,01/07/2018,5,false
e5c662f7f193592fdfc9cf50ccbde7cc604e9d316e515bea6ac1ec8333ac4c9a,LS1310.3D4RB/D,(55SEATS) BSIV,BSIV,DIESEL,WHITE,Ominibus,01/02/2018,55,false
e5cb3701590a37b698af3e17cd84acdd4dd4ada948b7d86704e7ebf5db161765,AMAZE,1.2 V MT(I-VTEC) BSIV,BSIV,PETROL,LUNAR SILVER METALLIC,MOTOR CAR,01/09/2018,5,false
e5cc09873129669870e9958c3e31ad496f60a3c85c33ca5c3f707d2c492e58d6,EXECUTIVELXACB22,STR RSD WITH FIXED GLASS BSIV,BSIV,DIESEL,REAL EARTH,Ominibus,01/02/2018,22,false
e5d6c9681f0c2b62c75c7bfcfbe7585c63afd9df39582cc1153dc80cfd48a5d0,YAMAHA,FZS FR RR DISC RG448 BSIV,BSIV,PETROL,BLUE,MOTOR CYCLE,01/12/2018,2,false
e5df488c2d75a610e8cdf654eac38410dcd69904511914bd0082a09895e1c782,VW,AMEO 1.0L MPI 56KW MT-COMFORTLINE BSIV,BSIV,PETROL,TOFFEE BROWN,MOTOR CAR,01/12/2018,5,false
e5e3825631f799780de4cd679c057c2a79b2ed1ed9fab3456ca4e809dec29efd,ACTIVA-125WEAS,KS DRUMCBS(CBS)WSTEELWHEEL BSIV,BSIV,PETROL,RED,MOTOR CYCLE,01/11/2018,2,false
e5e8f5b3966f096368de8e119349313299e94805030579c749c194940f3e395e,GRAND,I10 MAGNA 1.2 BSIV,BSIV,PETROL,STAR DUST,MOTOR CAR,01/11/2018,5,false
e5ed5331b6a8c01db80b785ba8ac488117909fbd652e1a43b6bbbe49fd9c45c1,SWARAJ-742 FE TRACTOR BSIIIA,TRAILER/TIPPER/TRACTOR/TANKER,BSIIIA,DIESEL,BLUE,Tractor for Agricultural Purpose,01/06/2018,1,false
e5f80f721f3b27776d33ec302191745c25ee05e9de833406612cac5434acee58,CRETA,1.6 CRDI SX(O) BSIV,BSIV,DIESEL,POLAR WHITE,MOTOR CAR,01/01/2019,5,false
e61196de9f8e78887f59a5305b45d7599870a13fcec28ee489d40803ef3f3573,FORD,FIGO ASPIRE 1.2 PETROL TITANIUM MT BSIV,BSIV,PETROL,OXFORD WHITE,MOTOR CAR,01/10/2018,5,false
e6263870b048ab0202fc0afb97c14af5a31647476ad91cea66eb0a2981f0f323,DISCOVER-110,BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/10/2018,2,false
e62c77c41102ce7054b133c023351be2fe03d034d640adb5fe996c1f6939fb33,BAJAJ,MAXIMA DIESEL BSIV,BSIV,DIESEL,GOLDEN YELLOW,Auto Rickshaw,01/06/2018,4,false
e63a666fb3ccd7f2a507d6226b66fdf14b9bad8a3c435292a3e502026560e49f,CLA200D,BSIV,BSIV,DIESEL,CAVANSITE BLUE,MOTOR CAR,01/11/2018,5,false
e63fbd295b6c47c845fb11106355f572ce254d7e59e929351f17823e7529bd6b,MARUTI-ALTO-800-LXI(O),BSIV,BSIV,PETROL,GRANITE GREY,MOTOR CAR,01/09/2018,5,false
e6484e1abde00f8751732426997623f1ab13fb3e7098fb5bf134f5a6e035adf1,NINJA,650 ABS BSIV,BSIV,PETROL,CANDY LIME GREEN,MOTOR CYCLE,01/10/2018,2,false
e64b6ef7d83588afe1cfb876f81a9f5a6cefe76998ed1836aca775480574b936,CB,125SHINE SPWFDRUM B DRUMBRDBRDBKS SELFS BSIV,BSIV,PETROL,GRAY,MOTOR CYCLE,01/08/2018,2,false
e651023e7e738f81028b3baae68062ff8e630ab1f6342a63d2fa721daa263fc7,XCENT,VTVT PRIME T+ CNG BSIV,BSIV,PETROL,POLAR WHITE,MOTOR CAR,01/08/2018,5,false
e659694eab29e0f691123245a6e55ebf25d3d61c51e71fb18a0759bdc1e4aeeb,CAPTAIN 250 DI 4WD TRACTOR BSIIIA,TRAILER/TIPPER/TRACTOR/TANKER,BSIIIA,DIESEL,GREEN,Tractor for Agricultural Purpose,01/11/2017,1,false
e66a1b0637496692380e092070dbdab7875e2aadb8e3038febc37ac5841faaeb,D-MAX,CREW HR (4JA1) BSIV,BSIV,DIESEL,TITANIUM SILVER METALLIC,Goods Carriage,01/12/2018,5,false
e67eefe357a502b354c54584cb4e4957f9b0ff3a083be2c5fb9eeab6cf27b8dd,MAHINDRA,YUVO 575 DI LT BSIIIA,BSIIIA,DIESEL,RED,Tractor for Agricultural Purpose,01/01/2019,1,false
e6868c21d084201fb8b747f0267144d6c67bcbb7e8ce2313d80ff6c974c6d9e2,RENEGADE,COMMANDO BSIV,BSIV,PETROL,MATTE MOJAVE,MOTOR CYCLE,01/01/2019,2,false
e68f4f8bce8093eb6ba7ee225fca2718d613d40734e3f439a756b5c51b87fa4b,GLAMOUR,- (HE) (DISC-SELF-CAST) BSIV,BSIV,PETROL,CRD,MOTOR CYCLE,01/11/2018,2,false
e697e68c74a91fc5556c528f2d3fe1e80764f6aaa04f78af5c10fb8f3e0beba2,TATA,LPT 407 EX2/38WB FFCTRUCK C WCAB ONLY BSIV,BSIV,DIESEL,ARCTIC_WHITE,Chassis Transport,01/08/2018,3,false
e6acf5c665774eabc395ba7b3ef186dbaf0d61733557757fa4547ffa8663c7d8,MARUTI,CELERIO ZXI-AMT (O) BSIV,BSIV,PETROL,SILKY SILVER,MOTOR CAR,01/07/2018,5,false
e6b2a35958f82fb123b4f14c5bdbd9a2b8920d98d9a3552f7112e99929fe0783,BR-V,1.5 VX MT (I-DTEC) BSIV,BSIV,DIESEL,WHITE ORCHID PEARL,MOTOR CAR,01/08/2018,7,false
e6b4886e554d3e0e8fd6d169ee32a085bca9b5a0d466948463b621ab8003f959,VERNA-1.6,VTVT AUTO SX(O) BSIV,BSIV,PETROL,FIERY RED,MOTOR CAR,01/01/2019,5,false
e6b87d47035389bef590967c963260e124233671a846ce1e22193e9f9984cae8,EON,MAGNA+ BSIV,BSIV,PETROL,POLAR WHITE,MOTOR CAR,01/04/2018,5,false
e6e12c3e4ba81f63cdb858f3ebae9184e61d253fbb3b1b47355050305b21cbea,LS1310.3D4RB(30SEATS,) BSIV,BSIV,DIESEL,WHITE,Ominibus,01/01/2018,30,false
e6e2fa5a024f7bb848406055bf092989c42a2f916bc3a5b02d2a9a404bde6843,JEEP,COMPASS LIMITED(O) 4X4 2.00 BSIV,BSIV,DIESEL,MAGNISIO GREY&ROOF BLACK,Motor Cab,01/04/2018,5,false
e6f9e844001fb4ca7f1e9ba7536b5cc74681251283b3d46463c578d17d1e4dc8,YAMAHA,FASCINO BSIV,BSIV,PETROL,CYAN,MOTOR CYCLE,01/11/2018,2,false
e70c51aa579b863ae9885be076f60f17ccb0932a115e53848e9f6873f636ad38,MARUTI,CIAZ SMART HYBRID ZETA BSIV,ELECTRIC,ELECTRIC,PRL.SNOW WHITE,MOTOR CAR,01/05/2018,5,true
e71036f8507e516cd8c0ca62ceddfa7d81f1621722aeac2b17bbaf59e8815797,PASSION,PRO 110 (DRUM-SELF-CAST) BSIV,BSIV,PETROL,FROST BLUE BLACK,MOTOR CYCLE,01/11/2018,2,false
e724f97e625b878fa20eb2fd98a6f8a0a3b1e087d7333fde6a39106c8ee12aea,TVS,JUPITER CLASSIC DISC BSIV,BSIV,PETROL,IVORY,MOTOR CYCLE,01/01/2018,2,false
e727e69a7cd46a342ef3e6f3c9a0bc9dbb3d1574005fd5e9290be10a98ec2eb3,INNOVA,CRYSTA 2.4V 7S BSIV,BSIV,DIESEL,AVANT GARDE BRONZE,MOTOR CAR,01/01/2019,7,false
e744ad8d8d08d7f1062c5b90e87a320509617badbba2d63a01e384e439f25f78,EXECUTIVE,LXAC BUS 22STR RSDWWINDOW FRAME BSIV,BSIV,DIESEL,WHITE,Ominibus,01/09/2018,22,false
e744b7ad6e609dacdc2c6805c8fb74eb48604b9522fd1f3afd33fb94478ae2e4,GLAMOUR-,DISC/SELF (WITH CAST WHEEL) BSIV,BSIV,PETROL,CANDY BLAZING RED,MOTOR CYCLE,01/11/2018,2,false
e74c315f4adfe07c38519208e62719adb75de468819d65417fe606a27635179c,BAJAJ,MAXIMA Z DIESEL BSIV,BSIV,DIESEL,GOLDEN YELLOW,Auto Rickshaw,01/01/2019,4,false
e7819685004b54f6d486f2a72a764b23a95c822825e7942a7e5fda8b794903ce,I20,SPORTZ-VTVT BSIV,BSIV,PETROL,FIERY RED,MOTOR CAR,01/09/2018,5,false
e781c2d771c1e3e4297b54d89077a3418bcdbbeeddd7746473e50b73aa28da22,CR,HORNET 160R EASWFDISC REARDBRAKEWABS BSIV,BSIV,PETROL,NEO ORANGE METALLIC,MOTOR CYCLE,01/09/2018,2,false
e792fd13181163a35b39414371510fdb9279ad3dc60ef432158bcf394378288b,APE,XTRA PASSENGER - PLUS BSIV,BSIV,DIESEL,G YELLOW,Auto Rickshaw,01/07/2018,4,false
e7993887419800440562881d1e354c2df448b7f43e62d17441c28a6a3a62e1ca,FORD,FIGO ASPIRE 1.2 PETROL TITANIUM+MT BSIV,BSIV,PETROL,RUBY RED,MOTOR CAR,01/01/2019,5,false
e79ed2a8ed560040ef4bbfc50529853dbd4c95a6e65a3e3d2eceb7507607f9ee,GRAZIA,WEAS KS DRUM CBS (CBS)WSHEETWHEEL BSIV,BSIV,PETROL,M A GRAY M,MOTOR CYCLE,01/12/2017,2,false
e7a065d6dc7f0f1e9a8444d485ef2d7f4d75b8b4ab58dccd3a36fac8f00b442e,EICHER,PRO 1059XP E CAB HSD (SL) BSIV,BSIV,DIESEL,GOLDEN BROWN,Goods Carriage,01/11/2018,3,false
e7a5c72230ef0fb10983be60fb2224d2d3cce65f492ffc2fc6739d3e8225dad0,MAHINDRA,KUV100 NXT K8 MFALCOND75(6SEATER) BSIV,BSIV,DIESEL,SILVER,MOTOR CAR,01/05/2018,6,false
e7a8b111eb14d68a1cfd7415534b9a77e4bf263460d95058ca7fa9abf895b0d4,TATA,BOLT XE QJET 75PS BSIV,BSIV,DIESEL,PRISTIN WHITE,Motor Cab,01/09/2018,5,false
e7a9f1329fede0fa0b5d463bc183acc79be68f432ec7e060f8ed24ea32404b68,BULLET,350 BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/01/2019,2,false
e7bc7dea9d7150ff248a84fdbf58f9c342350128f594be0f3eafec38396115a7,LS1310.3D4RB(43SEATS,) BSIV,BSIV,DIESEL,WHITE,Ominibus,01/02/2018,43,false
e7cd9682bcce6e0a75be2c0d9a5f3f8764c0f8fac2ed532cc69ddfc943e39c50,RENAULT,LODGY STEPWAY DCI RXZ-JSRKF9 8SEAT BSIV,BSIV,DIESEL,PEARL WHITE,Maxi Cab,01/02/2018,8,false
e7d47422117bfc7f03a623956029bfc6fc7aeb427a9fd9c29b2dd8fa00f960ec,INNOVA,CRYSTA 2.4 V (8S) BSIV,BSIV,DIESEL,SILVER METALLIC,Omnibus for Private Use,01/11/2018,8,false
e7d748081381b880f042607023c71c56c764be23fe79c8394460ce54713affe0,CB,SHINE W F DISC B K S E S W CAST WHEELS BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/01/2017,2,false
e800306300c922177422108c6d38862d767012938eece814ee3b6b6379431717,YAMAHA,CYGNUS RAY ZR BSIV,BSIV,PETROL,BLACK DARKNIGHT(MBL2),MOTOR CYCLE,01/09/2018,2,false
e80aa863b476e142ebdc8eabba6c98a7fd38d527b585de6698326338051a9db6,MAHINDRA,TUV300 T4+ MHHAWK100 BSIV,BSIV,DIESEL,LAVARED,MOTOR CAR,01/11/2018,7,false
e80d67afe7a2e5ee4471519faf2c2fbec0d1f3dc3bbfac95be44f1ab843a2d99,SONALIKA,INTERNATIONAL DI-42 HDM S3 BSIIIA,BSIIIA,DIESEL,BLUE,Tractor for Agricultural Purpose,01/09/2018,1,false
e81aa2a755ba9536c4f4fdec649e6ee6b56542f81da91b9b41f44cecf5538c57,MAHINDA,YUVO 575 DI 4WD BSIIIA,BSIIIA,DIESEL,RED,Tractor for Agricultural Purpose,01/10/2018,1,false
e8222ad272ba803a71cf28877fdbaefa9034154018c2b1d2b44891de7f209eb0,APE,CITY DIESEL BSIV,BSIV,DIESEL,G.YELLOW,Auto Rickshaw,01/11/2018,4,false
e84862ecbd1f5da5042965276186e0d847a0cfe4209e6c4c86fb56ac1ef3edda,XCENT,1.2 CRDI S BSIV,BSIV,DIESEL,POLAR WHITE,MOTOR CAR,01/10/2018,5,false
e85be871a738c67ec638be0ecaf853ab5652f7cbf5a08969dd0ccf7636f1b580,TATA,TIAGO NRG XZ 1.2 RTN BSIV BSIV,BSIV,PETROL,FUZI WHITE,MOTOR CAR,01/09/2018,5,false
e864489c3183aa3b15fc46ad7a59a6c5517615c057649bf3dfa8c5674ad33456,3118,T SUPER COWL BSIV,BSIV,DIESEL,NIL,Chassis Transport,01/01/2019,1,false
e87700f032589bba44fe3862c71f3bedf58fb178fa83aa5af792018b7e5dbee9,VENTO,1.2 TSI-HIGHLINE PLUS BSIV,BSIV,PETROL,CANDY WHITE,MOTOR CAR,01/09/2018,5,false
e8775f751b1b3f4f0117f95068e0f63393abd6077e26b1ebe60d4250c160fedc,TATA,NEXON-XM 1.5 RTQ BSIV,BSIV,DIESEL,GLASGOW_GREY,MOTOR CAR,01/03/2018,5,false
e87b1728c77353e913b4b0bd2e9a85ca389d580ef924b30ec41604cff2f6980b,TATA,MAGIC EXPRESS 7 SETAER (D+6RP) BSIV,BSIV,DIESEL,CHILL_METLIC,Motor Cab,01/09/2018,7,false
e87b24c5df893e1c0ab673416038c86281f30c4c17c61f5fe59d57de55df2aff,5 TONS 2WHEEL SEMI TIPPING TRAILER,TRAILER/TIPPER/TRACTOR/TANKER,UNKNOWN,UNKNOWN,RED,Trailer for Agriculture Purpose,01/01/2019,0,false
e8824c666c7e534b9eaac56f84f25d54d51da3b4d3c0f0d799d90a368f7a4a28,MARUTI-SWIFT-VXI,BSIV,BSIV,PETROL,MAGMA GREY,MOTOR CAR,01/12/2018,5,false
e888687216a6a3d0da0d61275caa01fb0e4dfbea68c61c7005b6425d9259634e,I20,SPORTZ CRDI BSIV,BSIV,DIESEL,STARDUST,MOTOR CAR,01/11/2018,5,false
e896c731b78606a5e8ae15ade1eef3a9898a0d39f17b7b642dafcbc0338624dd,ACTIVA-125WEAS,KS DRUM CBS(CBS)WALLOYWHEEL BSIV,BSIV,PETROL,MIDNIGHT BLUE METALLIC,MOTOR CYCLE,01/10/2018,2,false
e8a87fc21ebf532b9c3fa39bc8c3b1c0cb5535f0994cece7a98e73f6c33f2db5,PULSAR,NS 160 BSIV,BSIV,PETROL,GLOSSY PEWTER GREY + SATIN BLACK,Motor Cycle for Hire,01/01/2018,2,false
e8bcdf17d3a8148113ee56b6905f6ffa8aa4be66632bdab20d6c145d3b6d3646,YAMAHA,CYGNUS RAY Z BSIV,BSIV,PETROL,CYAN SPLASH,MOTOR CYCLE,01/12/2018,2,false
e8bd73696ffeb61f50458fb73004c5d6f4968ae99b847942f4b498cebd94ce1e,ACTIVA125,W EAUTO S K S DRUMCBSWSTEELWL BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/10/2017,2,false
e8c2c10f90ba39a18ff930bc6243e3b88b43025c1eb2b4de5bbadc11a00e5924,PULSAR,180 DTS-I BSIV,BSIV,PETROL,EBONY BLACK WITH CHROME DECAL,MOTOR CYCLE,01/03/2018,2,false
e8dd85464d1171e8d3eed204c8b97c6a84e92afd8ffbb6e9b96b28cb5182c775,3DX-2WD,HT BACKHOE LOADER BSIII,BSIII,DIESEL,YELLOW,Vehicle Fitted with Construction Equipment,01/01/2018,1,false
e8fc94f60aaa37f7441174b44aaaa04b92fee5a322d0ba52221b2a115ff7f63d,JOHN DEERE 5310 V5 TRACTOR BSIIIA,TRAILER/TIPPER/TRACTOR/TANKER,BSIIIA,DIESEL,GREEN,Tractor for Commercial Use,01/09/2018,1,false
e9043a42f37770b721dc93965d9d66c85f8ed64b8d3e528b35461f6cab2cb9d9,APE,XTRA LD BSIV,BSIV,DIESEL,GOLDEN YELLOW,Three Wheeled Goods Vehicle,01/04/2018,1,false
e937fe840e2fa966b9a56ae58bde45339604427b6f1bda5306c08a839ec2fcbe,TVS,XL100 ITOUCH START BSIV,BSIV,PETROL,BLUE,MOTOR CYCLE,01/12/2018,2,false
e93da905abb08b7003396fa1f277dfa3f7a149ca6da20f05dc6773460b70e4f9,NEW,HOLLAND 3630 TX PLUS,UNKNOWN,DIESEL,NEW HOLLAND BLUE AND GREY,Tractor for Commercial Use,01/01/2019,1,false
e947e07b348922a53e60e0a937f27c254223359f1b381ccf7a4c4ab2059afdb5,VW,POLO 1.0L MPI 56KW MT-TRENDLINE BSIV,BSIV,PETROL,FLASH RED,MOTOR CAR,01/12/2018,5,false
e94857e5125eef088d538b443b096bd03a89f3fbde04c57e0e28bac4de13cfce,ACTIVA125WEAUTOS,KS FDISC/RDRUM CBSWALLOYW BSIV,BSIV,PETROL,CRUST METALLIC,MOTOR CYCLE,01/04/2018,2,false
e94f87fed526f06dd5037f3e17bf04360456935db0f4746e0edbb6f2f1d8fa5d,CLA200D,BSIV,BSIV,DIESEL,JUPITER RED,MOTOR CAR,01/10/2018,5,false
e9570530435bd4e337fddb795b8dd26407d05d723cb6bf7f4ae731566149ad78,I20,SPORTZ VTVT BSIV,BSIV,PETROL,POLAR WHITE,MOTOR CAR,01/02/2018,5,false
e96422f7e00738ed9f15d8c710d315ad8d6a471acd102dd3723ae1a301ec0d3e,MARUTI,BALENO ALPHA PETROL BSIV,BSIV,PETROL,FIRE RED,MOTOR CAR,01/11/2018,5,false
e96431737f21b9f23f966cc2e9f4f1b01b644a6df15685c58a36b54aada7b471,MARUTI,WAGON-R VXI+ (O) BSIV,BSIV,PETROL,MN BLUE,MOTOR CAR,01/04/2018,5,false
e96892d728823c99a23c49af65bc56a56f17de3a33fced0e4052d02645171b07,APE,XTRA DAC WITH CABIN WITH PLATFORM BSIV,BSIV,DIESEL,G YELLOW,Three Wheeled Goods Vehicle,01/06/2018,1,false
e96e03bbb9e95cbee85c89ab7f5b0eeab17bb9f07322069d3d955a8fc6f26be5,MAHINDRA,BOLERO CAMPER 2WD 5 SEATER BSIV,BSIV,DIESEL,DIAMOND WHITE,Goods Carriage,01/10/2018,5,false
e972d6a9367aecfa49fc47edddfbaf28d0c8560afb88d4719024f508e073c923,APE,XTRA LD BSIV,BSIV,DIESEL,GOLDEN YELLOW,Three Wheeled Goods Vehicle,01/05/2018,1,false
e988ceb89377d7e629899d836824add18c3cb6618aa45ac755f89c4d4f01d0cd,RENAULT,KWID RXT BSIV,BSIV,PETROL,MOONLIGHT SILVER,MOTOR CAR,01/11/2018,5,false
e991d3ad526a901b2b1943d8524b4639d08269848ccfa5f56709158bb1e06a5f,CT,-100 BSIV,BSIV,PETROL,EBONY BLK RED DKL,MOTOR CYCLE,01/06/2018,2,false
e9995fe0849f7754ac43fa04b9601818aad671936eac0e1fce783bedb3b16a4c,EON,D LITE+ BSIV,BSIV,PETROL,FIERY RED,Motor Cab,01/03/2018,5,false
e9ab791d307bb9526302f02aed59829d29c887f1123b4076cd68d602c391a56a,ACTIVA,I WEAS KS DRUM CBSWSHEETWHEEL BSIV,BSIV,PETROL,BLUE,MOTOR CYCLE,01/09/2018,2,false
e9adf7453573553ee15285629de5f73a6b2636aa255c1a9422b9b733a0b28f05,XTREME,SPORTS-REAR DRUM BRAKE (ELECTRIC ST BSIV,ELECTRIC,PETROL,BLK,MOTOR CYCLE,01/05/2018,2,true
e9ae37d0ee6a582ec0ed1612032116e8803bfb7d717702bbeb5fa5b2d0f70b9d,MARUTI,CELERIO ZXI AMT (O) BSIV,BSIV,PETROL,SILKY SILVER,MOTOR CAR,01/08/2018,5,false
e9bb4735a84c2ef207fb542c33b4bbfbe632d1a6d8a72f81a87667f6637fb267,APRILIA,SR 125 BSIV,BSIV,PETROL,GLOSSY BLUE,MOTOR CYCLE,01/01/2018,2,false
e9c1360f2d7cb06d8c2d8240c2951eb2dd2dbf6d8a292abf8c46a0b345406812,MF 5245 DI 4WD TRACTOR BSIIIA,TRAILER/TIPPER/TRACTOR/TANKER,BSIIIA,DIESEL,RED,Tractor for Agricultural Purpose,01/08/2018,1,false
e9c3b967b95a63e32d0a10593280cf022183252e1b255a78048729615e5a0924,YAMAHA,CYGNUS RAY ZR STREET RALLY BSIV,BSIV,PETROL,BLUE (DPBMY),MOTOR CYCLE,01/12/2018,2,false
e9ccceac5e6296c53aafc1ba8f313b18f8c6e186cf423937005833d801d91743,TWO WHEELER TRACTOR TRAILOR - 5 TONNS,TRAILER/TIPPER/TRACTOR/TANKER,UNKNOWN,UNKNOWN,BLUE,Trailer For Commercial Use,01/04/2018,0,false
e9d0d628e0c7e5825b740153bdaa57b05a8ab788c4a495ad25bba3ab42a8eb1e,PULSAR,180 DTS-I BSIV,BSIV,PETROL,KHI EB BLACK PACK,MOTOR CYCLE,01/01/2018,2,false
